asset_id,asset_key,dataset,link,source,publisher,themes,used_by,datatype,size,variable_count,variables
ASSET-0205,MOP:standard-statement-of-cash-flows-2014-15,Standard Statement of Cash Flows 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/standard-statement-of-cash-flows-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,74,7,as_at_date | actual_budget_plan | category | sub_category | type | year | value_000
ASSET-0206,MOP:statement-of-capital-works-program-2014-15,Statement of capital works program 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/statement-of-capital-works-program-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,76,7,as_at_date | financial_year | actual_budget_plan | category | sub_category | title | total_funding_000
ASSET-0207,MOP:statement-of-changes-in-equity-2015-2018,Statement of changes in equity 2015-2018,https://data.melbourne.vic.gov.au/explore/dataset/statement-of-changes-in-equity-2015-2018/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,32,6,as_at_date | description | year | accumulated_surplus_000 | revaluation_reserve_000 | other_reserves_000
ASSET-0208,MOP:stormwater-pits,Stormwater Pits,https://data.melbourne.vic.gov.au/explore/dataset/stormwater-pits/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,21113,13,asset_number | asset_description | construction_material_lupvalue | grate_length | grate_material_lupvalue | grate_width | model_descr_lupvalue | model_no_lupvalue | object_type_lupvalue | overflow_kerb_lupvalue | lat | lon | location
ASSET-0209,MOP:street-addresses,Street addresses,https://data.melbourne.vic.gov.au/explore/dataset/street-addresses/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Geospatial,63721,14,geo_point_2d | geo_shape | suburb_id | latitude | street_no | str_name | address_pnt | easting | northing | gisid | longitude | suburb | street_id | add_comp
ASSET-0210,MOP:street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-,"Street furniture including bollards, bicycle rails, bins, drinking fountains, horse troughs, planter boxes, seats, barbecues",https://data.melbourne.vic.gov.au/explore/dataset/street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,23426,15,gis_id | description | asset_class | asset_type | model_no | model_descr | division | company | location_desc | condition_rating | evaluation_date | easting | northing | uploaddate | coordinatelocation
ASSET-0016,MOP:street-lights-with-emitted-lux-level-council-owned-lights-only,Street lights with emitted lux level (council-owned lights only),https://data.melbourne.vic.gov.au/explore/dataset/street-lights-with-emitted-lux-level-council-owned-lights-only/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,UC00157,Geospatial,106037,21,geo_point_2d | geo_shape | prop_id | name | addresspt1 | xorg | ext_id | asset_clas | label | asset_type | easting | northing | str_id | addresspt | asset_subt | xsource | profile | xdate | xdrawing | mcc_id | roadseg_id
ASSET-0211,MOP:street-names,Street names,https://data.melbourne.vic.gov.au/explore/dataset/street-names/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,2876,7,geo_point_2d | geo_shape | mccid_gis | maplabel | name | mccid_str | xdate
ASSET-0212,MOP:super-sunday-bike-count,Super Sunday Bike Count,https://data.melbourne.vic.gov.au/explore/dataset/super-sunday-bike-count/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,59,80,state | electorate | site_id | latitude | longitude | legs | description | layout_1 | layout_1_enter | layout_2 | layout_2_enter | layout_3 | layout_3_enter | layout_4 | layout_4_enter | layout_5 | layout_5_enter | layout_6 | layout_6_enter | leg1_2 | leg1_3 | leg1_4 | leg1_5 | leg1_6 | leg2_1 | leg2_3 | leg2_4 | leg2_5 | leg2_6 | leg3_1 | leg3_2 | leg3_4 | leg3_5 | leg3_6 | leg4_1 | leg4_2 | leg4_3 | leg4_5 | leg4_6 | leg5_1 | leg5_2 | leg5_3 | leg5_4 | leg5_6 | leg6_1 | leg6_2 | leg6_3 | leg6_4 | leg6_5 | leg1_enter | leg1_exit | leg1_total | leg2_enter | leg2_exit | leg2_total | leg3_enter | leg3_exit | leg3_total | leg4_enter | leg4_exit | leg4_total | leg5_enter | leg5_exit | leg5_total | leg6_enter | leg6_exit | leg6_total | bicycle | walker | runner | dog | other | total | year | 9_00_00 | 10_00_00 | 11_00_00 | 12_00_00 | location | geolocation
ASSET-0213,MOP:syringe-bin-locations,Syringe bin locations,https://data.melbourne.vic.gov.au/explore/dataset/syringe-bin-locations/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,442,15,geo_point_2d | geo_shape | prop_id | addresspt1 | addressp_1 | asset_clas | asset_type | str_id | addresspt | asset_subt | model_desc | mcc_id | roadseg_id | descriptio | model_no
ASSET-0017,MOP:tactile-ground-surface-indicator,Tactile Ground Surface Indicator,https://data.melbourne.vic.gov.au/explore/dataset/tactile-ground-surface-indicator/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,357,6,asset_number | asset_description | road_segment | lat | lon | location
ASSET-0214,MOP:taxi-ranks,Taxi Ranks,https://data.melbourne.vic.gov.au/explore/dataset/taxi-ranks/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,77,7,geo_point_2d | geo_shape | night_only | loc_desc | ref | num_spaces | safe_city
ASSET-0215,MOP:tertiary-students-profile-2019,Tertiary Students Profile 2019,https://data.melbourne.vic.gov.au/explore/dataset/tertiary-students-profile-2019/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,126,5,profile | year | category | sub_category | value
ASSET-0216,MOP:thermal-image-2012,Thermal image 2012,https://data.melbourne.vic.gov.au/explore/dataset/thermal-image-2012/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,0,Not stated,Not stated
ASSET-0217,MOP:threatened-plant-living-collection-plan,Threatened Plant Living Collection Plan,https://data.melbourne.vic.gov.au/explore/dataset/threatened-plant-living-collection-plan/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,200,22,species_name | common_name | habit | soil | sun | cultivation_protocols | propagation_protocols | propagation_methods | cultivation_requirements_subtotal | germplasm_source | conservation_status | germplasm_origin | provenance | additional_conservation_benefit | conservation_subtotal | additional_local_benefits_description_i_e_to_city_of_melbourne | additional_local_benefits_subtotal | total_score | horticultural_potential | total_score_including_hort_potential | weed_rating | priority_species
ASSET-0218,MOP:traffic-count-vehicle-classification-2014-2017,Traffic Count Vehicle Classification 2014-2017,https://data.melbourne.vic.gov.au/explore/dataset/traffic-count-vehicle-classification-2014-2017/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,60168,28,date | road_name | location | suburb | speed_limit | direction | time | vehicle_class_1 | vehicle_class_2 | vehicle_class_3 | vehicle_class_4 | vehicle_class_5 | vehicle_class_6 | vehicle_class_7 | vehicle_class_8 | vehicle_class_9 | vehicle_class_10 | vehicle_class_11 | vehicle_class_12 | vehicle_class_13 | motorcycle | bike | average_speed | 85th_percentile_speed | maximum_speed | road_segment | road_segment_1 | road_segment_2
ASSET-0219,MOP:tram-tracks,Tram tracks,https://data.melbourne.vic.gov.au/explore/dataset/tram-tracks/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,645,4,geo_point_2d | geo_shape | descriptio | name
ASSET-0220,MOP:transport-activity-counts,Transport Activity Counts,https://data.melbourne.vic.gov.au/explore/dataset/transport-activity-counts/,City of Melbourne Open Data,City of Melbourne,Sensors | Transport | People | Technology,,Geospatial,0,13,countlineid | from | to | class | countin | countout | count | countlocationid | name | location | countlocationlat | countlocationlong | skip_record
ASSET-0221,MOP:tree-canopies-2008-urban-forest,Tree canopies 2008 (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2008-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,58790,7,geo_point_2d | geo_shape | updated_by | shape_area | data_linea | shape_leng | updated_da
ASSET-0222,MOP:tree-canopies-2011-urban-forest,Tree canopies 2011 (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2011-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,94699,51,geo_point_2d | geo_shape | tree_area | street_fro | data_lin_1 | yearplant | street_nam | updated_by | shape_area | park_stree | location | scientific | height_112 | admin_name | data_linea | ule | native | site | easting | ule_value | sub_site | northing | evergreen | gis_id | objectid | common_nam | age | str_id | shape_leng | condition | updated_da | height_111 | precinct | genus | assetid | street_id | mcc_id | address_po | dbh | admin_id | roadseg_id | street_to | family | ggis_id | overhead_c | date_plant | t11 | canopy_dia | height_11 | descriptio | roadseg_de
ASSET-0223,MOP:tree-canopies-2013,Tree canopies 2013,https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2013/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,99194,10,geo_point_2d | geo_shape | height_yes | shape_area | objectid | shape_leng | updated_da | z_mean | tree_area | ggis_id
ASSET-0224,MOP:tree-canopies-2014,Tree canopies 2014,https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2014/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,64877,8,geo_point_2d | geo_shape | shape_area | t | objectid | shape_leng | ggis_id | height_min
ASSET-0225,MOP:tree-canopies-2015-urban-forest,Tree canopies 2015 (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2015-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,60712,8,geo_point_2d | geo_shape | qa_id_1 | shape_area | area_2015 | change_cod | objectid | shape_leng
ASSET-0226,MOP:tree-canopies-2016-urban-forest,Tree Canopies 2016 (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2016-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,59885,3,geo_point_2d | geo_shape | area
ASSET-0227,MOP:tree-canopies-2018-entire-municipal-area-urban-forest,Tree canopies 2018 entire municipal area (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2018-entire-municipal-area-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,54680,5,geo_point_2d | geo_shape | objectid | shape_leng | shape_area
ASSET-0228,MOP:tree-canopies-2019,Tree canopies 2019,https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2019/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,114784,3,geo_point_2d | geo_shape | id
ASSET-0229,MOP:tree-canopies-2021-urban-forest,Tree Canopies 2021 (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2021-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,57980,2,geo_point_2d | geo_shape
ASSET-0230,MOP:tree-canopies-public-realm-2018-urban-forest,Tree canopies public realm 2018 (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-public-realm-2018-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,32787,5,geo_point_2d | geo_shape | objectid | shape_leng | shape_area
ASSET-0231,MOP:tree-planting-zone-schedules-with-years-urban-forest,"Tree planting zone schedules, with years (Urban Forest)",https://data.melbourne.vic.gov.au/explore/dataset/tree-planting-zone-schedules-with-years-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,839,12,geo_point_2d | geo_shape | str_from | segpart | statusid | segid | streetname | streetid | schedule | mapstatus | str_to | segdescr
ASSET-0232,MOP:trees-with-species-and-dimensions-urban-forest,"Trees, with species and dimensions (Urban Forest)",https://data.melbourne.vic.gov.au/explore/dataset/trees-with-species-and-dimensions-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,82064,20,com_id | common_name | scientific_name | genus | family | diameter_breast_height | year_planted | date_planted | age_description | useful_life_expectency | useful_life_expectency_value | precinct | located_in | uploaddate | coordinatelocation | latitude | longitude | easting | northing | geolocation
ASSET-0233,MOP:venues-for-event-bookings,Venues for event bookings,https://data.melbourne.vic.gov.au/explore/dataset/venues-for-event-bookings/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Events,,Geospatial,206,22,geo_point_2d | geo_shape | prop_id | no_smoking | level_1_na | addresspt1 | event | full_name | addressp_1 | training | dog_prohib | dog_off_le | venue_recn | addresspt | sport | promotion | bookable | level_3_na | wedding | roadseg_id | sustainabi | level_2_na
ASSET-0234,MOP:waste-collected-per-month,Waste collected per month,https://data.melbourne.vic.gov.au/explore/dataset/waste-collected-per-month/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,132,13,date | residential | public_litter_bins | dumped_rubbish | street_sweepings | mattresses | commingled_recycling | cardboard | hardwaste_to_landfill | hardwaste_recovered | hardwaste_total | green_waste | month
ASSET-0235,MOP:waste-processed-by-dehydrator-at-degraves-st-recycling-facility-2016,Waste processed by dehydrator at Degraves St Recycling Facility 2016,https://data.melbourne.vic.gov.au/explore/dataset/waste-processed-by-dehydrator-at-degraves-st-recycling-facility-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,363,21,week_day | date_in | 120_ltr_bins | weight_in_kg | run_time_hr | date_ejected | weight_out_kg | weight_of_oversized_kg | volume_out_ltr | volume_of_oversized_ltr | volume_in_ltr | organics_density_kg_120_ltr | mass_reduction | volume_reduction | weekly_weight_in_kg | weight_collected_kg | est_co2_e_produced_if_landfill_ton | est_energy_use_kwh | est_co2_e_produced_by_dehydrator_ton | total_monthly_weight_in_kg | total_monthly_weight_out_kg
ASSET-0236,MOP:water-flow-routes-over-land-urban-forest,Water flow routes over land (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/water-flow-routes-over-land-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,7701,7,geo_point_2d | geo_shape | grid_code | source | to_node | arcid | from_node
ASSET-0237,MOP:wildlife-sightings-bioblitz-2014,Wildlife Sightings (BioBlitz 2014),https://data.melbourne.vic.gov.au/explore/dataset/wildlife-sightings-bioblitz-2014/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,670,15,taxa | kingdom | phylum | class | order | family | genus | species | common_name | identification_notes | data_resource_name | sighting_date | latitude | longitude | location
ASSET-0238,MOP:workers-profile-2016,Workers Profile 2016,https://data.melbourne.vic.gov.au/explore/dataset/workers-profile-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,2438,6,profile | census_year | category | sub_category | sub_order | value
ASSET-0239,MOP:younger-people-profile-2016-15-24-years,Younger People Profile 2016 (15-24 years),https://data.melbourne.vic.gov.au/explore/dataset/younger-people-profile-2016-15-24-years/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,436,6,profile | census_year | category | sub_category | sub_order | value
ASSET-0265,URL:https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs-edition-3/jul2021-jun2026/access-and-downloads/digital-boundary-files,ASGS Edition 3 digital boundary files — Australian Bureau of Statistics,https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs-edition-3/jul2021-jun2026/access-and-downloads/digital-boundary-files,External government open data — Australian Bureau of Statistics,Australian Bureau of Statistics,Not applicable,UC00010,Not stated,Not stated,Not stated,Not stated
ASSET-0264,URL:https://www.abs.gov.au/statistics/people/population/regional-population/2021-22,"Regional population, 2021–22 — Australian Bureau of Statistics",https://www.abs.gov.au/statistics/people/population/regional-population/2021-22,External government open data — Australian Bureau of Statistics,Australian Bureau of Statistics,Not applicable,UC00010,Not stated,Not stated,Not stated,Not stated
